timestamp,name,account_balance
0,user3,924845
27,user4,692908
190,user15,77005
270,user13,796485
330,user0,-112806
512,user6,905375
664,user14,477077
825,user11,32784
957,user4,937935
1072,user0,-186397
1150,user6,577978
1175,user5,-80585
1180,user19,956336
1233,user5,357157
1396,user5,403329
1462,user4,942116
1474,user0,-165512
1589,user13,665890
1713,user17,562256
1837,user1,-42665
1931,user0,673004
1978,user8,179898
2146,user6,330621
2240,user5,289558
2384,user4,53074
2496,user6,402633
2589,user13,-37585
2771,user1,627771
2840,user1,859599
3039,user18,-114551
3161,user5,152562
3361,user12,864502
3387,user12,-68642
3539,user18,758067
3626,user1,-148889
3695,user2,435148
3737,user16,449288
3778,user11,983233
3840,user8,938933
3926,user3,982607
3938,user7,891932
4019,user14,-100019
4138,user18,956494
4282,user14,891168
4452,user16,547886
4537,user9,-11329
4673,user0,125814
4760,user16,324369
4802,user15,745571
4985,user5,848489
5133,user10,76337
5322,user3,847168
5512,user17,83159
5693,user16,747629
5876,user5,611651
5881,user16,842675
5906,user3,-8043
6005,user6,320562
6058,user0,112381
6233,user7,79446
6392,user16,476185
6449,user12,138873
6499,user17,825221
6646,user0,360848
6660,user3,942993
6741,user0,992799
6747,user16,403676
6751,user13,711383
6754,user0,480098
6930,user9,645264
7028,user2,201001
7214,user6,361419
7240,user0,611457
7330,user6,329230
7345,user2,59248
7415,user9,18307
7525,user2,151134
7647,user9,335321
7823,user19,429913
7987,user19,-170758
8097,user18,389691
8290,user5,186971
8442,user12,331851
8511,user17,-155184
8702,user7,753826
8893,user17,369552
8927,user10,810360
8979,user2,651681
9044,user0,769215
9100,user6,14322
9238,user8,376135
9361,user2,230194
9413,user19,490046
9557,user18,548282
9558,user5,-74152
9681,user14,432527
9816,user18,-50357
9983,user2,751699
10120,user2,164702
10307,user17,240205
10476,user7,986786
10530,user16,583487
10679,user9,17944
10788,user1,304243
10866,user7,906495
11033,user17,74527
11226,user11,856278
11234,user13,928065
11431,user15,130267
11533,user9,146620
11567,user15,955347
11633,user5,659898
11734,user9,342197
11814,user6,113687
11966,user18,870542
